year,state,forest_cover_percentage,deforestation_rate
2006,Kuala Lumpur,97.87116699757335,0.29781601588352086
2007,Kuala Lumpur,97.65423928230017,0.21692771527318183
2008,Kuala Lumpur,97.46672549452165,0.18751378777851313
2009,Kuala Lumpur,97.17993970144863,0.2867857930730201
2010,Kuala Lumpur,96.88580042650194,0.29413927494668723
2011,Kuala Lumpur,96.7607912346496,0.12500919185234208
2012,Kuala Lumpur,96.53283329656593,0.22795793808368264
2013,Kuala Lumpur,96.51444959188176,0.018383704684167952
2014,Kuala Lumpur,96.08794764320906,0.42650194867269653
2015,Kuala Lumpur,95.76807118170454,0.31987646150452237
2016,Kuala Lumpur,95.30480182366351,0.4632693580410324
2017,Kuala Lumpur,94.75329068313847,0.5515111405250386
2018,Kuala Lumpur,94.38929333039195,0.3639973527465255
2019,Kuala Lumpur,94.20913302448709,0.18016030590484594
2020,Kuala Lumpur,94.12456798293992,0.08456504154717259
2021,Kuala Lumpur,93.9701448635929,0.1544231193470108
2022,Kuala Lumpur,93.88925656298257,0.080888300610339
2023,Kuala Lumpur,93.7716008530039,0.11765570997867492
2001,Kuala Lumpur,25.082726671078753,0.13971615559967646
2002,Kuala Lumpur,24.634164276785057,0.44856239429369804
2003,Kuala Lumpur,24.450327229943376,0.18383704684167954
2004,Kuala Lumpur,23.795867343187,0.6544598867563791
2005,Kuala Lumpur,23.483344363556142,0.31252297963085524
2006,Kuala Lumpur,23.19288182954629,0.29046253400985367
2007,Kuala Lumpur,22.979630855209944,0.21325097433634826
2008,Kuala Lumpur,22.795793808368263,0.18383704684167954
2009,Kuala Lumpur,22.512684756232076,0.2831090521361865
2010,Kuala Lumpur,22.22222222222222,0.29046253400985367
2011,Kuala Lumpur,22.09721303036988,0.12500919185234208
2012,Kuala Lumpur,21.894992278844033,0.2022207515258475
2013,Kuala Lumpur,21.887638796970364,0.007353481873667182
2014,Kuala Lumpur,21.663357599823517,0.22428119714684902
2015,Kuala Lumpur,21.52364144422384,0.13971615559967646
2016,Kuala Lumpur,21.32142069269799,0.2022207515258475
2017,Kuala Lumpur,20.90962570777263,0.41179498492536215
2018,Kuala Lumpur,20.659607324067945,0.25001838370468416
2019,Kuala Lumpur,20.54930509596294,0.11030222810500773
2020,Kuala Lumpur,20.505184204720937,0.04412089124200309
2021,Kuala Lumpur,20.43900286785793,0.06618133686300463
2022,Kuala Lumpur,20.402235458489596,0.036767409368335904
2023,Kuala Lumpur,20.350761085373925,0.05147437311567027
2001,Kuala Lumpur,20.766232811236122,0.13603941466284286
2002,Kuala Lumpur,20.321347157879256,0.44488565335686453
2003,Kuala Lumpur,20.14118685197441,0.18016030590484594
2004,Kuala Lumpur,19.49775718802853,0.6434296639458783
2005,Kuala Lumpur,19.192587690271342,0.30516949775718805
2006,Kuala Lumpur,18.905801897198323,0.2867857930730201
2007,Kuala Lumpur,18.692550922861976,0.21325097433634826
2008,Kuala Lumpur,18.5087138760203,0.18383704684167954
2009,Kuala Lumpur,18.225604823884108,0.2831090521361865
2010,Kuala Lumpur,17.935142289874257,0.29046253400985367
2011,Kuala Lumpur,17.810133098021915,0.12500919185234208
2012,Kuala Lumpur,17.6115890874329,0.1985440105890139
2013,Kuala Lumpur,17.604235605559232,0.007353481873667182
2014,Kuala Lumpur,17.383631149349217,0.22060445621001545
2015,Kuala Lumpur,17.254945216560042,0.12868593278917567
2016,Kuala Lumpur,17.06743142878153,0.18751378777851313
2017,Kuala Lumpur,16.666666666666664,0.4007647621148614
2018,Kuala Lumpur,16.427678505772484,0.2389881608941834
2019,Kuala Lumpur,16.317376277667474,0.11030222810500773
2020,Kuala Lumpur,16.273255386425472,0.04412089124200309
2021,Kuala Lumpur,16.2107507904993,0.06250459592617104
2022,Kuala Lumpur,16.1776601220678,0.03309066843150232
2023,Kuala Lumpur,16.129862489888964,0.04779763217883668
2001,Kuala Lumpur,20.0308846238694,0.13603941466284286
2002,Kuala Lumpur,19.589675711449374,0.4412089124200309
2003,Kuala Lumpur,19.409515405544525,0.18016030590484594
2004,Kuala Lumpur,18.773439223472312,0.6360761820722112
2005,Kuala Lumpur,18.468269725715125,0.30516949775718805
2006,Kuala Lumpur,18.181483932642106,0.2867857930730201
2007,Kuala Lumpur,17.97190969924259,0.2095742333995147
2008,Kuala Lumpur,17.788072652400913,0.18383704684167954
2009,Kuala Lumpur,17.504963600264727,0.2831090521361865
2010,Kuala Lumpur,17.218177807191708,0.2867857930730201
2011,Kuala Lumpur,17.093168615339362,0.12500919185234208
2012,Kuala Lumpur,16.894624604750348,0.1985440105890139
2013,Kuala Lumpur,16.887271122876683,0.007353481873667182
2014,Kuala Lumpur,16.674020148540333,0.21325097433634826
2015,Kuala Lumpur,16.549010956687994,0.12500919185234208
2016,Kuala Lumpur,16.368850650783145,0.18016030590484594
2017,Kuala Lumpur,15.975439370541952,0.39341128024119426
2018,Kuala Lumpur,15.7401279505846,0.23531141995734983
2019,Kuala Lumpur,15.629825722479593,0.11030222810500773
2020,Kuala Lumpur,15.58570483123759,0.04412089124200309
2021,Kuala Lumpur,15.526876976248252,0.05882785498933746
2022,Kuala Lumpur,15.497463048753584,0.02941392749466873
2023,Kuala Lumpur,15.449665416574748,0.04779763217883668
2001,Kuala Lumpur,18.652106772556806,0.13236267372600927
2002,Kuala Lumpur,18.214574601073608,0.4375321714831973
2003,Kuala Lumpur,18.038091036105598,0.17648356496801235
2004,Kuala Lumpur,17.409368335907054,0.628722700198544
2005,Kuala Lumpur,17.1078755790867,0.3014927568203544
2006,Kuala Lumpur,16.824766526950512,0.2831090521361865
2007,Kuala Lumpur,16.615192293550997,0.2095742333995147
2008,Kuala Lumpur,16.435031987646152,0.18016030590484594
2009,Kuala Lumpur,16.155599676446798,0.2794323111993529
2010,Kuala Lumpur,15.868813883373779,0.2867857930730201
2011,Kuala Lumpur,15.743804691521435,0.12500919185234208
2012,Kuala Lumpur,15.54526068093242,0.1985440105890139
2013,Kuala Lumpur,15.537907199058754,0.007353481873667182
2014,Kuala Lumpur,15.32833296565924,0.2095742333995147
2015,Kuala Lumpur,15.207000514743733,0.12133245091550848
2016,Kuala Lumpur,15.037870431649386,0.16913008309434518
2017,Kuala Lumpur,14.648135892345026,0.38973453930436064
2018,Kuala Lumpur,14.416501213324509,0.2316346790205162
2019,Kuala Lumpur,14.3061989852195,0.11030222810500773
2020,Kuala Lumpur,14.262078093977498,0.04412089124200309
2021,Kuala Lumpur,14.206926979924994,0.05515111405250386
2022,Kuala Lumpur,14.177513052430326,0.02941392749466873
2023,Kuala Lumpur,14.133392161188324,0.04412089124200309
2001,Kuala Lumpur,17.615265828369733,0.13236267372600927
2002,Kuala Lumpur,17.177733656886534,0.4375321714831973
2003,Kuala Lumpur,17.001250091918525,0.17648356496801235
2004,Kuala Lumpur,16.379880873593645,0.6213692183248768
2005,Kuala Lumpur,16.078388116773294,0.3014927568203544
2006,Kuala Lumpur,15.795279064637105,0.2831090521361865
2007,Kuala Lumpur,15.58570483123759,0.2095742333995147
2008,Kuala Lumpur,15.405544525332745,0.18016030590484594
2009,Kuala Lumpur,15.126112214133391,0.2794323111993529
2010,Kuala Lumpur,14.839326421060372,0.2867857930730201
2011,Kuala Lumpur,14.71431722920803,0.12500919185234208
2012,Kuala Lumpur,14.51944995955585,0.19486726965218032
2013,Kuala Lumpur,14.512096477682181,0.007353481873667182
2014,Kuala Lumpur,14.309875726156335,0.2022207515258475
2015,Kuala Lumpur,14.195896757114493,0.11397896904184132
2016,Kuala Lumpur,14.037796896830649,0.1580998602838444
2017,Kuala Lumpur,13.65909258033679,0.3787043164938598
2018,Kuala Lumpur,13.431134642253106,0.22795793808368264
2019,Kuala Lumpur,13.324509155084932,0.10662548716817413
2020,Kuala Lumpur,13.284065004779762,0.0404441503051695
2021,Kuala Lumpur,13.22891389072726,0.05515111405250386
2022,Kuala Lumpur,13.199499963232592,0.02941392749466873
2023,Kuala Lumpur,13.15537907199059,0.04412089124200309
2001,Kuala Lumpur,14.280461798661667,0.11030222810500773
2002,Kuala Lumpur,13.890727259357305,0.38973453930436064
2003,Kuala Lumpur,13.728950658136627,0.161776601220678
2004,Kuala Lumpur,13.199499963232592,0.5294506949040371
2005,Kuala Lumpur,12.934774615780572,0.26472534745201853
2006,Kuala Lumpur,12.673726009265387,0.26104860651518497
2007,Kuala Lumpur,12.482535480550041,0.19119052871534672
2008,Kuala Lumpur,12.302375174645194,0.18016030590484594
2009,Kuala Lumpur,12.03029634531951,0.2720788293256857
2010,Kuala Lumpur,11.758217515993822,0.2720788293256857
2011,Kuala Lumpur,11.636885065078314,0.12133245091550848
2012,Kuala Lumpur,11.456724759173468,0.18016030590484594
2013,Kuala Lumpur,11.453048018236634,0.003676740936833591
2014,Kuala Lumpur,11.272887712331789,0.18016030590484594
2015,Kuala Lumpur,11.173615707037282,0.09927200529450694
2016,Kuala Lumpur,11.055959997058608,0.11765570997867492
2017,Kuala Lumpur,10.717699830869917,0.33826016618869037
2018,Kuala Lumpur,10.508125597470402,0.2095742333995147
2019,Kuala Lumpur,10.412530333112729,0.09559526435767336
2020,Kuala Lumpur,10.375762923744393,0.036767409368335904
2021,Kuala Lumpur,10.33164203250239,0.04412089124200309
2022,Kuala Lumpur,10.30958158688139,0.022060445621001543
2023,Kuala Lumpur,10.272814177513052,0.036767409368335904
2001,Kuala Lumpur,8.938157217442459,0.05515111405250386
2002,Kuala Lumpur,8.713876020295611,0.22428119714684902
2003,Kuala Lumpur,8.607250533127436,0.10662548716817413
2004,Kuala Lumpur,8.349878667549085,0.25737186557835134
2005,Kuala Lumpur,8.199132289138907,0.1507463784101772
2006,Kuala Lumpur,8.033678946981397,0.1654533421575116
2007,Kuala Lumpur,7.908669755129054,0.12500919185234208
2008,Kuala Lumpur,7.750569894845209,0.1580998602838444
2009,Kuala Lumpur,7.5262886976983605,0.22428119714684902
2010,Kuala Lumpur,7.302007500551511,0.22428119714684902
2011,Kuala Lumpur,7.19905875432017,0.10294874623134054
2012,Kuala Lumpur,7.066696080594162,0.13236267372600927
2013,Kuala Lumpur,7.063019339657329,0.003676740936833591
2014,Kuala Lumpur,6.971100816236488,0.09191852342083977
2015,Kuala Lumpur,6.919626443120817,0.05147437311567027
2016,Kuala Lumpur,6.857121847194647,0.06250459592617104
2017,Kuala Lumpur,6.665931318479299,0.19119052871534672
2018,Kuala Lumpur,6.507831458195455,0.1580998602838444
2019,Kuala Lumpur,6.441650121332451,0.06618133686300463
2020,Kuala Lumpur,6.41958967571145,0.022060445621001543
2021,Kuala Lumpur,6.390175748216781,0.02941392749466873
2022,Kuala Lumpur,6.382822266343114,0.007353481873667182
2023,Kuala Lumpur,6.364438561658946,0.018383704684167952
2001,Labuan,99.72424442973748,0.2757555702625193
2002,Labuan,99.45951908228547,0.26472534745201853
2003,Labuan,99.26097507169645,0.1985440105890139
2004,Labuan,99.13964262078095,0.12133245091550848
2005,Labuan,98.84182660489742,0.29781601588352086
2006,Labuan,98.5881314802559,0.2536951246415178
2007,Labuan,98.12486212221488,0.4632693580410324
2008,Labuan,97.68365320979484,0.4412089124200309
2009,Labuan,97.27553496580632,0.40811824398852853
2010,Labuan,96.97771894992279,0.29781601588352086
2011,Labuan,96.37105669534525,0.6066622545775424
2012,Labuan,95.02536951246415,1.3456871828810941
2013,Labuan,94.79373483344364,0.2316346790205162
2014,Labuan,93.64659166115156,1.1471431722920804
2015,Labuan,92.33399514670197,1.312596514449592
2016,Labuan,90.19413192146482,2.13986322523715
2017,Labuan,89.48819766159276,0.7059342598720494
2018,Labuan,89.01389808074123,0.4742995808515332
2019,Labuan,88.6168100595632,0.3970880211780278
2020,Labuan,88.01014780498566,0.6066622545775424
2021,Labuan,87.57996911537613,0.43017868960953015
2022,Labuan,86.98433708360909,0.5956320317670417
2023,Labuan,86.32252371497904,0.6618133686300464
2001,Labuan,51.90822854621663,0.26472534745201853
2002,Labuan,51.65453342157511,0.2536951246415178
2003,Labuan,51.455989410986106,0.1985440105890139
2004,Labuan,51.33465696007059,0.12133245091550848
2005,Labuan,51.03684094418707,0.29781601588352086
2006,Labuan,50.79417604235606,0.24266490183101697
2007,Labuan,50.34193690712553,0.45223913523053166
2008,Labuan,49.911758217515995,0.43017868960953015
2009,Labuan,49.50363997352746,0.40811824398852853
2010,Labuan,49.21685418045445,0.2867857930730201
2011,Labuan,48.6101919258769,0.6066622545775424
2012,Labuan,47.286565188616805,1.3236267372600927
2013,Labuan,47.0769909552173,0.2095742333995147
2014,Labuan,46.227663798808734,0.8493271564085594
2015,Labuan,45.268034414295165,0.9596293845135672
2016,Labuan,43.80101478049856,1.4670196337966026
2017,Labuan,43.32671519964703,0.4742995808515332
2018,Labuan,42.98477829252151,0.34193690712552394
2019,Labuan,42.709022722258986,0.2757555702625193
2020,Labuan,42.28987425545996,0.4191484667990294
2021,Labuan,41.947937348334435,0.34193690712552394
2022,Labuan,41.506728435914404,0.4412089124200309
2023,Labuan,41.05448930068387,0.45223913523053166
2001,Labuan,50.46326935804103,0.26472534745201853
2002,Labuan,50.209574233399515,0.2536951246415178
2003,Labuan,50.011030222810504,0.1985440105890139
2004,Labuan,49.889697771894994,0.12133245091550848
2005,Labuan,49.59188175601147,0.29781601588352086
2006,Labuan,49.349216854180455,0.24266490183101697
2007,Labuan,48.89697771894993,0.45223913523053166
2008,Labuan,48.46679902934039,0.43017868960953015
2009,Labuan,48.05868078535187,0.40811824398852853
2010,Labuan,47.771894992278845,0.2867857930730201
2011,Labuan,47.1652327377013,0.6066622545775424
2012,Labuan,45.84160600044121,1.3236267372600927
2013,Labuan,45.6430619898522,0.1985440105890139
2014,Labuan,44.81579527906464,0.8272667107875579
2015,Labuan,43.88925656298257,0.9265387160820648
2016,Labuan,42.46635782042797,1.4228987425545996
2017,Labuan,42.02514890800794,0.4412089124200309
2018,Labuan,41.69424222369292,0.3309066843150232
2019,Labuan,41.4295168762409,0.26472534745201853
2020,Labuan,41.02139863225237,0.40811824398852853
2021,Labuan,40.690491947937346,0.3309066843150232
2022,Labuan,40.24928303551732,0.4412089124200309
2023,Labuan,39.808074123097285,0.4412089124200309
2001,Labuan,49.669093315684975,0.26472534745201853
2002,Labuan,49.41539819104346,0.2536951246415178
2003,Labuan,49.21685418045445,0.1985440105890139
2004,Labuan,49.09552172953894,0.12133245091550848
2005,Labuan,48.79770571365542,0.29781601588352086
2006,Labuan,48.5550408118244,0.24266490183101697
2007,Labuan,48.10280167659386,0.45223913523053166
2008,Labuan,47.67262298698434,0.43017868960953015
2009,Labuan,47.26450474299581,0.40811824398852853
2010,Labuan,46.97771894992279,0.2867857930730201
2011,Labuan,46.371056695345246,0.6066622545775424
2012,Labuan,45.047429958085154,1.3236267372600927
2013,Labuan,44.84888594749614,0.1985440105890139
2014,Labuan,44.03264945951908,0.8162364879770571
2015,Labuan,43.11714096624752,0.9155084932715641
2016,Labuan,41.727332892124416,1.3898080741230974
2017,Labuan,41.29715420251489,0.43017868960953015
2018,Labuan,40.97727774101037,0.31987646150452237
2019,Labuan,40.72358261636885,0.2536951246415178
2020,Labuan,40.32649459519082,0.3970880211780278
2021,Labuan,39.9955879108758,0.3309066843150232
2022,Labuan,39.565409221266265,0.43017868960953015
2023,Labuan,39.13523053165674,0.43017868960953015
2001,Labuan,49.150672843591444,0.26472534745201853
2002,Labuan,48.89697771894993,0.2536951246415178
2003,Labuan,48.69843370836091,0.1985440105890139
2004,Labuan,48.5771012574454,0.12133245091550848
2005,Labuan,48.27928524156188,0.29781601588352086
2006,Labuan,48.03662033973086,0.24266490183101697
2007,Labuan,47.58438120450033,0.45223913523053166
2008,Labuan,47.154202514890805,0.43017868960953015
2009,Labuan,46.74608427090227,0.40811824398852853
2010,Labuan,46.45929847782925,0.2867857930730201
2011,Labuan,45.85263622325171,0.6066622545775424
2012,Labuan,44.529009485991615,1.3236267372600927
2013,Labuan,44.330465475402605,0.1985440105890139
2014,Labuan,43.525259210236044,0.8052062651665564
2015,Labuan,42.62078093977498,0.9044782704610633
2016,Labuan,41.24200308846239,1.3787778513125966
2017,Labuan,40.811824398852856,0.43017868960953015
2018,Labuan,40.491947937348336,0.31987646150452237
2019,Labuan,40.23825281270682,0.2536951246415178
2020,Labuan,39.852195014339294,0.386057798367527
2021,Labuan,39.52128833002427,0.3309066843150232
2022,Labuan,39.091109640414736,0.43017868960953015
2023,Labuan,38.66093095080521,0.43017868960953015
2001,Labuan,47.41892786234282,0.26472534745201853
2002,Labuan,47.1652327377013,0.2536951246415178
2003,Labuan,46.966688727112285,0.1985440105890139
2004,Labuan,46.84535627619678,0.12133245091550848
2005,Labuan,46.547540260313255,0.29781601588352086
2006,Labuan,46.30487535848224,0.24266490183101697
2007,Labuan,45.85263622325171,0.45223913523053166
2008,Labuan,45.42245753364218,0.43017868960953015
2009,Labuan,45.01433928965365,0.40811824398852853
2010,Labuan,44.72755349658063,0.2867857930730201
2011,Labuan,44.12089124200309,0.6066622545775424
2012,Labuan,42.808294727553495,1.312596514449592
2013,Labuan,42.62078093977498,0.18751378777851313
2014,Labuan,41.83763512022943,0.7831458195455548
2015,Labuan,40.966247518199864,0.871387602029561
2016,Labuan,39.64262078093977,1.3236267372600927
2017,Labuan,39.23450253695125,0.40811824398852853
2018,Labuan,38.92565629825723,0.3088462386940216
2019,Labuan,38.68299139642621,0.24266490183101697
2020,Labuan,38.31899404367968,0.3639973527465255
2021,Labuan,37.99911758217516,0.31987646150452237
2022,Labuan,37.57996911537613,0.4191484667990294
2023,Labuan,37.1828810941981,0.3970880211780278
2001,Labuan,43.03992940657401,0.26472534745201853
2002,Labuan,42.79726450474299,0.24266490183101697
2003,Labuan,42.609750716964484,0.18751378777851313
2004,Labuan,42.488418266048974,0.12133245091550848
2005,Labuan,42.20163247297595,0.2867857930730201
2006,Labuan,41.95896757114494,0.24266490183101697
2007,Labuan,41.51775865872491,0.4412089124200309
2008,Labuan,41.09861019192588,0.4191484667990294
2009,Labuan,40.70152217074785,0.3970880211780278
2010,Labuan,40.42576660048533,0.2757555702625193
2011,Labuan,39.83013456871829,0.5956320317670417
2012,Labuan,38.5395984998897,1.2905360688285903
2013,Labuan,38.36311493492168,0.17648356496801235
2014,Labuan,37.63512022942864,0.727994705493051
2015,Labuan,36.84094418707258,0.7941760423560555
2016,Labuan,35.704831237591,1.1361129494815796
2017,Labuan,35.34083388484447,0.3639973527465255
2018,Labuan,35.06507831458195,0.2757555702625193
2019,Labuan,34.86653430399294,0.1985440105890139
2020,Labuan,34.53562761967792,0.3309066843150232
2021,Labuan,34.2378116037944,0.29781601588352086
2022,Labuan,33.851753805426874,0.386057798367527
2023,Labuan,33.487756452680344,0.3639973527465255
2001,Labuan,33.00242664901831,0.24266490183101697
2002,Labuan,32.792852415618796,0.2095742333995147
2003,Labuan,32.627399073461284,0.1654533421575116
2004,Labuan,32.51709684535628,0.11030222810500773
2005,Labuan,32.25237149790426,0.26472534745201853
2006,Labuan,32.04279726450474,0.2095742333995147
2007,Labuan,31.645709243326714,0.3970880211780278
2008,Labuan,31.259651444959186,0.386057798367527
2009,Labuan,30.906684315023163,0.3529671299360247
2010,Labuan,30.652989190381646,0.2536951246415178
2011,Labuan,30.11250827266711,0.5404809177145378
2012,Labuan,28.943304654754026,1.1692036179130818
2013,Labuan,28.799911758217515,0.14339289653651005
2014,Labuan,28.237370394881978,0.5625413633355394
2015,Labuan,27.641738363114936,0.5956320317670417
2016,Labuan,26.88065298919038,0.7610853739245532
2017,Labuan,26.604897418927862,0.2757555702625193
2018,Labuan,26.395323185528348,0.2095742333995147
2019,Labuan,26.296051180233842,0.09927200529450694
2020,Labuan,26.086476946834324,0.2095742333995147
2021,Labuan,25.876902713434813,0.2095742333995147
2022,Labuan,25.61217736598279,0.26472534745201853
2023,Labuan,25.33642179572027,0.2757555702625193
2001,Melaka,97.78178146708343,2.2182185329165733
2002,Melaka,96.04662551465209,1.7351559524313345
2003,Melaka,95.26913054781352,0.7774949668385701
2004,Melaka,94.4970768365749,0.7720537112386111
2005,Melaka,92.17184694352582,2.3252298930490984
2006,Melaka,91.07754998397853,1.0942969595472876
2007,Melaka,89.02861495861623,2.048935025362297
2008,Melaka,87.80554161653657,1.2230733420796478
2009,Melaka,85.8019503878406,2.003591228695973
2010,Melaka,85.48756673095409,0.31438365688651354
2011,Melaka,83.5668035041686,1.9207632267854875
2012,Melaka,81.97977062084726,1.5870328833213425
2013,Melaka,81.05112966512095,0.9286409557263169
2014,Melaka,77.74284626034594,3.308283404775004
2015,Melaka,75.71869917716124,2.0241470831847064
2016,Melaka,72.1123558822996,3.6063432948616407
2017,Melaka,69.19886580049939,2.913490081800209
2018,Melaka,66.56287975429707,2.635986046202306
2019,Melaka,63.911779109206,2.6511006450910806
2020,Melaka,61.91483830402109,1.996940805184912
2021,Melaka,59.9003645641252,2.0144737398958905
2022,Melaka,58.52372689733561,1.3766376667895988
2023,Melaka,56.82968265388173,1.6940442434538672
2001,Melaka,68.7460324177917,2.195244342605636
2002,Melaka,67.02840940007134,1.7176230177203557
2003,Melaka,66.25575110487718,0.7726582951941621
2004,Melaka,65.48732489737186,0.7684262075053052
2005,Melaka,63.172372931567146,2.3149519658047315
2006,Melaka,62.081098891797616,1.0912740397695324
2007,Melaka,60.03941887390193,2.0416800178956853
2008,Melaka,58.819973035555584,1.219445838346342
2009,Melaka,56.821823062459565,1.998149973096014
2010,Melaka,56.50804398952861,0.3137790729309625
2011,Melaka,54.59514035416528,1.9129036353633246
2012,Melaka,53.0455916760881,1.5495486780771812
2013,Melaka,52.18647787525015,0.8591138008379533
2014,Melaka,49.11216846127338,3.074309413976772
2015,Melaka,47.208938169198866,1.9032302920745088
2016,Melaka,43.94176647340133,3.2671716957975367
2017,Melaka,41.25620454284385,2.685561930557487
2018,Melaka,38.840891640417645,2.4153129024261952
2019,Melaka,36.48240962981325,2.3584820106044027
2020,Melaka,34.74181242178195,1.7405972080312933
2021,Melaka,33.04051317086147,1.701299250920479
2022,Melaka,31.972817905358426,1.067695265503044
2023,Melaka,30.706819102434658,1.265998802923768
2001,Melaka,67.7381909638882,2.188593919094575
2002,Melaka,66.0248000338567,1.7133909300314987
2003,Melaka,65.25335090657364,0.7714491272830601
2004,Melaka,64.4855292830239,0.7678216235497543
2005,Melaka,62.173600236996904,2.3119290460269766
2006,Melaka,61.08293078118293,1.0906694558139816
2007,Melaka,59.0430645151539,2.039866266029032
2008,Melaka,57.824223260763105,1.218841254390791
2009,Melaka,55.8272824555782,1.996940805184912
2010,Melaka,55.51350338264724,0.3137790729309625
2011,Melaka,53.60241349915056,1.9110898834966719
2012,Melaka,52.055887740851134,1.5465257582994263
2013,Melaka,51.20040144374649,0.8554862971046474
2014,Melaka,48.13757912492518,3.0628223188213033
2015,Melaka,46.23979008845063,1.8977890364745502
2016,Melaka,42.98773299154187,3.252057096908762
2017,Melaka,40.3130535721843,2.674679419357569
2018,Melaka,37.91043693282467,2.402616639359625
2019,Melaka,35.57069702484236,2.339739907982322
2020,Melaka,33.844609831744286,1.7260871930980697
2021,Melaka,32.154797675979275,1.68981215576501
2022,Melaka,31.101612425409453,1.0531852505698203
2023,Melaka,29.86100614861883,1.2406062767906265
2001,Melaka,67.02840940007134,2.181338911627963
2002,Melaka,65.32166889355089,1.7067405065204382
2003,Melaka,64.5520335181345,0.7696353754164071
2004,Melaka,63.78542106249584,0.7666124556386522
2005,Melaka,61.47832868811327,2.3070923743825684
2006,Melaka,60.38826381625484,1.0900648718584305
2007,Melaka,58.35081588604801,2.0374479302068282
2008,Melaka,57.13318379956833,1.217632086479689
2009,Melaka,55.138056746250065,1.9951270533182592
2010,Melaka,54.82427767331911,0.3137790729309625
2011,Melaka,52.91439695773354,1.90988071558557
2012,Melaka,51.36968495130076,1.5447120064327733
2013,Melaka,50.51661699001831,0.8530679612824434
2014,Melaka,47.46407259844138,3.0525443915769364
2015,Melaka,45.57051564965569,1.8935569487856931
2016,Melaka,42.33055023185795,3.2399654177977424
2017,Melaka,39.66493957183364,2.665610660024304
2018,Melaka,37.27199627576284,2.392943296070809
2019,Melaka,34.94737096666929,2.3246253090935474
2020,Melaka,33.23337545268223,1.71399551398705
2021,Melaka,31.55202747229494,1.6813479803872964
2022,Melaka,30.512143068747243,1.0398844035476986
2023,Melaka,29.290278894578698,1.2218641741685459
2001,Melaka,66.62031523007443,2.177711407894657
2002,Melaka,64.91599305937619,1.704322170698234
2003,Melaka,64.14635768395979,0.7696353754164071
2004,Melaka,63.380349812276684,0.7660078716831012
2005,Melaka,61.07446660580521,2.3058832064714667
2006,Melaka,59.98440173394678,1.0900648718584305
2007,Melaka,57.948162971651065,2.036238762295726
2008,Melaka,56.73174005308247,1.216422918568587
2009,Melaka,54.73721758371977,1.994522469362708
2010,Melaka,54.424043094744356,0.31317448897541156
2011,Melaka,52.51476696311433,1.9092761316300186
2012,Melaka,50.971868708548214,1.5428982545661203
2013,Melaka,50.12061449913242,0.8512542094157906
2014,Melaka,47.074720531066546,3.0458939680658754
2015,Melaka,45.18418650205861,1.890534029007938
2016,Melaka,41.95026692381638,3.233919578242233
2017,Melaka,39.289492935436485,2.6607739883798964
2018,Melaka,36.90320006287673,2.386292872559748
2019,Melaka,34.58522517729424,2.3179748855824864
2020,Melaka,32.8760663349516,1.709158842342642
2021,Melaka,31.199555026208714,1.6765113087428885
2022,Melaka,30.164507294305427,1.035047731903291
2023,Melaka,28.949293543647936,1.215213750657485
2001,Melaka,65.94922703941283,2.1722701522946983
2002,Melaka,64.24792778849235,1.701299250920479
2003,Melaka,63.4788969970315,0.7690307914608562
2004,Melaka,62.71288912534839,0.7660078716831012
2005,Melaka,60.40942425469913,2.3034648706492624
2006,Melaka,59.31996396679625,1.0894602879028796
2007,Melaka,57.28493437241162,2.035029594384624
2008,Melaka,56.06851145384304,1.216422918568587
2009,Melaka,54.07519815239144,1.993313301451606
2010,Melaka,53.762023663416024,0.31317448897541156
2011,Melaka,51.85335211574156,1.908671547674468
2012,Melaka,50.31287219699764,1.5404799187439164
2013,Melaka,49.464036323404045,0.8488358735935866
2014,Melaka,46.42660653071589,3.0374297926881617
2015,Melaka,44.540304589396804,1.8863019413190814
2016,Melaka,41.32149961004335,3.2188049793534583
2017,Melaka,38.66979438099672,2.6517052290466316
2018,Melaka,36.29196568381468,2.3778286971820344
2019,Melaka,33.98426872547656,2.3076969583381195
2020,Melaka,32.28417864246719,1.700090083009377
2021,Melaka,30.617945260968664,1.666233381498522
2022,Melaka,29.59317545630974,1.024769804658924
2023,Melaka,28.39126255267438,1.2019129036353633
2001,Melaka,62.48012430246126,2.1335767791394353
2002,Melaka,60.81389092096274,1.666233381498522
2003,Melaka,60.0557426407018,0.7581482802609384
2004,Melaka,59.29880352835196,0.7569391123498365
2005,Melaka,57.0225449357025,2.276258592649468
2006,Melaka,55.94094423922178,1.0816006964807168
2007,Melaka,53.92284299559258,2.0181012436291965
2008,Melaka,52.717907172179466,1.2049358234131182
2009,Melaka,50.74152222148328,1.9763849506961786
2010,Melaka,50.43076606833008,0.3107561531532076
2011,Melaka,48.531163279988874,1.899602788341203
2012,Melaka,47.00882087991149,1.5223424000773869
2013,Melaka,46.17812252498443,0.8306983549270569
2014,Melaka,43.19329153642921,2.9848309885552258
2015,Melaka,41.331172953332164,1.862118583097042
2016,Melaka,38.18129054491152,3.1498824084206456
2017,Melaka,35.58097495208672,2.6003155928247974
2018,Melaka,33.261186314637584,2.319788637449139
2019,Melaka,31.019389007454517,2.2417973071830617
2020,Melaka,29.372502312533634,1.64688669492089
2021,Melaka,27.754635647479187,1.6178666650544429
2022,Melaka,26.786092150686503,0.9685434967926821
2023,Melaka,25.650078898206196,1.1360132524803057
2001,Melaka,51.82130916609735,1.8748148461636125
2002,Melaka,50.381794767930444,1.4395143981669014
